compliance_id,sap_component,resource_category,complexity,type_of_check,resource_name,command,pattern_string,expected_string,check_description,recommendation,set_by,sap_lens_category,sap_lens_topic,sap_lens_bp,sap_lens_bp_suggestion
168,hana_db,SAP HANA Auditing,high,command,global.ini,"var1=""global.ini/auditing_configuration/global_auditing_state""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",global_auditing_state, false,Audititing State,,AWS,Operational Excellence ,,,
169,hana_db,SAP HANA Backup,high,command,global.ini,"var1=""global.ini/backup/max_recovery_backint_channels""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",max_recovery_backint_channels,4,maximum number of backup objects per backint,,AWS,Operational Excellence ,,,
170,hana_db,SAP HANA Backup,medium,command,global.ini,"var1=""global.ini/backup/parallel_data_backup_backint_channels""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",parallel_data_backup_backint_channels,8,number of parallel channels per data backup,,AWS,Operational Excellence ,,,
171,hana_db,SAP HANA Backup,medium,command,global.ini,"var1=""global.ini/backup/log_backup_using_backint""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",log_backup_using_backint, true,Backup using Backint,,AWS,Operational Excellence ,,,
172,hana_db,SAP HANA Backup,medium,command,global.ini,"var1=""global.ini/backup/data_backup_savepoint_lock_timeout""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",data_backup_savepoint_lock_timeout,7200,data backup savepoint lock timeout,,AWS,Operational Excellence ,,,
173,hana_db,SAP HANA Security,high,command,global.ini,"var1=""global.ini/communication/encryp""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",encryp, false,TSL/SSL encryption,,AWS,Operational Excellence ,,,
174,hana_db,SAP HANA Security,high,command,global.ini,"var1=""global.ini/communication/ssl""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",ssl, systempki,TSL/SSL / Enables system public key,,AWS,Operational Excellence ,,,
175,hana_db,SAP HANA Security,high,command,global.ini,"var1=""global.ini/communication/ssl_local""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",ssl_local, on,SSL Secure localhost communication,,AWS,Operational Excellence ,,,
176,hana_db,SAP HANA Security,high,command,global.ini,"var1=""global.ini/communication/sslCreateSelfSignedCertificate""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",sslCreateSelfSignedCertificate, Yes,SSL self-signed certificate,,AWS,Operational Excellence ,,,
177,hana_db,SAP HANA Security,high,command,global.ini,"var1=""global.ini/communication/sslCryptoProvider""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",sslCryptoProvider , openssl,SSL cryptographic library provider,,AWS,Operational Excellence ,,,
178,hana_db,SAP HANA Security,high,command,global.ini,"var1=""global.ini/communication/sslEnforce""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",sslEnforce, false,SSL external communication,,AWS,Operational Excellence ,,,
179,hana_db,SAP HANA Security,high,command,global.ini,"var1=""global.ini/communication/sslKeyStore""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""                           ",sslKeyStore, $HOME/.ssl/key.pem,SSL file system location of the key store file,,AWS,Operational Excellence ,,,
180,general,Instance Status,high,API,InstanceAutoRecovery,API CALL,AutoRecovery,default,Status of EC2 instance Auto Recover?,,AWS,Operational Excellence ,,,
181,general,Instance Status,high,API,StopProtection,API CALL,DisableApiStop ,TRUE,Check instance is enabled for stop protection?,,AWS,Operational Excellence,,,
182,hana_db,Instance Status,high,API,InstanceType,API CALL,InstanceType, r6i.4xlarge; r6i.8xlarge; r6i.12xlarge; r6i.16xlarge; r6i.24xlarge; r6i.32xlarge,Check instance is SAP HANA Certified?,https://docs.aws.amazon.com/sap/latest/sap-hana/hana-ops-storage-config.html,AWS,Operational Excellence,,,
183,general,Instance Status,high,API,InstanceInitiatedShutdownBehavior,API CALL,InstanceInitiatedShutdownBehavior,stop,What is the instance initiated shutdown behavior?,,AWS,Operational Excellence,,,
184,general,Instance Status,high,API,DisableApiTermination,API CALL,DisableApiTermination ,TRUE,Is the Termination Protection enabled ?,,AWS,Performance Efficiency,,,
185,general,Instance Status,low,API,InstanceRunningStatus,API CALL,State,running,Is AWS instance Running ?,,AWS,Operational Excellence,,,
186,general,Instance Status,low,API,IMDSv2_Compatibility,API CALL,HttpTokens,required,Is IMDSv2 Enabled for EC2 Instance ?,,AWS,Operational Excellence,,,
